date,year,season,location,sampleID,sampling,microhabitat,sample_num,lat,long,alt,depth_cm,DO_mg.L,light_umol.m2.s,flow_rate_m.s,pH,water_temp_C,turbidity_NTU,conductivity_uS.cm
6/6/2020,2020,Summer,Downstream,01DRSU20,macros,DSH,1,42.31519262,-72.64115403,49.44390199,14,9.365845636,39.77487254,0.3985,7.43,22.6,2.9,158.8
6/6/2020,2020,Summer,Downstream,01DRSU20,macros,DSP,1,42.3153908,-72.64115273,45.79268237,15,9.202787201,1430.890283,0.2398,7.44,22.5,2.4,160.5
6/6/2020,2020,Summer,Downstream,01DRSU20,macros,DSR,1,42.31485813,-72.64114231,41.17073161,19,9.456971629,1230.941595,0.0829,7.43,22,2.2,160.3
6/7/2020,2020,Summer,Downstream,02DRSU20,macros,DFR,1,42.31507753,-72.64116669,48,16.4,8.972204372,97.97916856,0.0768,7.19,20.4,8.1,180.7
6/7/2020,2020,Summer,Downstream,02DRSU20,macros,DM,1,42.31512088,-72.64111403,46.64878064,16.1,9.060270753,116.2497942,0.0728,7.21,20.4,10,180.6
6/7/2020,2020,Summer,Downstream,02DRSU20,macros,DSH,1,42.31530681,-72.64121809,47.13157935,16.8,9.121988651,46.12248118,0.1386,7.2,20.1,12.7,179.1
6/7/2020,2020,Summer,Downstream,02DRSU20,macros,DSP,1,42.31550905,-72.64113933,56.32682893,11.9,9.262709875,161.1913637,0.0700,7.26,20.1,9.5,181.2
6/7/2020,2020,Summer,Downstream,02DRSU20,macros,DSR,1,42.31501733,-72.64105243,70.66097501,19,9.04136897,89.48747502,0.1901,7.19,20.5,9.7,182
6/7/2020,2020,Summer,Upstream,02URSU20,macros,UFR,1,42.31926266,-72.65451291,56.85263182,37.3,10.01968666,62.40463257,0.0766,7.55,17.8,6.3,166.5
6/7/2020,2020,Summer,Upstream,02URSU20,macros,UFR,2,42.31925536,-72.65454585,52.61219453,26.8,9.986292526,67.73482922,0.0172,7.53,17.9,5.3,166.7
6/7/2020,2020,Summer,Upstream,02URSU20,macros,UM,1,42.31951051,-72.6547709,78.0605278,23.2,9.994377382,181.7293865,0.3299,7.57,17.9,3.7,163.7
6/7/2020,2020,Summer,Upstream,02URSU20,macros,UM,2,42.31944508,-72.65475706,87.13170735,25.5,10.01240963,265.971339,0.4937,7.56,17.9,3.3,163.4
6/7/2020,2020,Summer,Upstream,02URSU20,macros,USH,1,42.32050463,-72.65365656,55.11707334,23,10.13739639,81.80928785,0.0543,7.65,18.1,5.3,148.5
6/7/2020,2020,Summer,Upstream,02URSU20,macros,USH,2,42.32051533,-72.65375723,58.53902435,28.2,10.11990613,57.0270627,0.2810,7.65,18.2,6.1,148.2
6/7/2020,2020,Summer,Upstream,02URSU20,macros,USR,1,42.31929007,-72.65476599,64.82195059,11.1,9.700266045,120.9711474,-0.0002,7.46,17.7,5.6,176.9
6/7/2020,2020,Summer,Upstream,02URSU20,macros,USR,2,42.31930198,-72.65482647,63.63658561,20.6,9.749921668,52.81492721,-0.0001,7.48,17.7,5.2,167.8
6/7/2020,2020,Summer,Upstream,02URSU20,macros,USU,1,42.32051273,-72.65363665,71.55122022,11.3,10.11206785,106.4344894,0.0992,7.66,18,7.8,148.3
6/7/2020,2020,Summer,Upstream,02URSU20,macros,USU,2,42.32035777,-72.65364918,74.64473584,18.7,10.15392875,179.6332071,0.0455,7.7,18.2,3.6,147.9
6/8/2020,2020,Summer,Upstream,03URSU20,macros,UFR,1,42.31954093,-72.65466309,69.03157806,30.6,10.42616783,125.1192791,0.0820,7.57,16.3,2.8,173.3
6/8/2020,2020,Summer,Upstream,03URSU20,macros,UFR,2,42.31930337,-72.65453506,44.07804843,32.8,10.4233519,24.42115961,0.0257,7.57,16.4,3.1,172.6
6/8/2020,2020,Summer,Upstream,03URSU20,macros,UM,1,42.31928784,-72.65485177,54.80731759,19.7,10.48586105,224.092173,0.1336,7.57,16.2,1.8,170.3
6/8/2020,2020,Summer,Upstream,03URSU20,macros,UM,2,42.3192254,-72.65475054,50.44390255,19.1,10.49889595,418.2008255,0.2232,7.59,16.2,5.6,170.7
6/8/2020,2020,Summer,Upstream,03URSU20,macros,USH,1,42.32042527,-72.6538326,83.69999993,16.5,10.51495892,97.3005073,0.0096,7.68,17.1,5.7,151.1
6/8/2020,2020,Summer,Upstream,03URSU20,macros,USH,2,42.3205158,-72.653723,56.65121981,18.3,10.51882286,45.67434621,0.0161,7.68,17.1,6.5,152.5
6/8/2020,2020,Summer,Upstream,03URSU20,macros,USR,1,42.31927239,-72.65482349,54.03414601,26.2,10.24794462,26.81998319,0.0000,7.5,15.9,4.2,175.4
6/8/2020,2020,Summer,Upstream,03URSU20,macros,USR,2,42.31929444,-72.65480339,54.45853666,19.4,10.32161189,39.38364428,0.0000,7.52,15.9,2.1,172.8
6/8/2020,2020,Summer,Upstream,03URSU20,macros,USU,1,42.32038954,-72.65356817,87.86585403,16.9,10.54802324,1586.404845,0.2515,7.7,17.2,2.4,151.9
6/8/2020,2020,Summer,Upstream,03URSU20,macros,USU,2,42.32035111,-72.65380636,83.56097635,21.3,10.53539051,1448.727098,0.2548,7.7,17.4,4.4,153.5
6/9/2020,2020,Summer,Downstream,03DRSU20,macros,DFR,1,42.31509511,-72.64113115,46.13902422,15,9.776858877,146.8960074,0.0000,7.37,18.6,3,168.2
6/9/2020,2020,Summer,Downstream,03DRSU20,macros,DM,1,42.31513465,-72.64106992,38.30243962,18,9.719096857,200.4321786,0.2659,7.4,19.1,6.1,167.7
6/9/2020,2020,Summer,Downstream,03DRSU20,macros,DSH,1,42.31527449,-72.6412093,41.46097546,14.5,9.747934496,46.01766897,0.4873,7.37,18.7,1.9,167.7
6/9/2020,2020,Summer,Downstream,03DRSU20,macros,DSP,1,42.31537796,-72.6412815,19.31951211,11.5,9.757799382,1125.231898,0.1485,7.41,18.9,5.1,169
6/9/2020,2020,Summer,Downstream,03DRSU20,macros,DSR,1,42.31497285,-72.64115273,46.60487803,16,10.0146728,430.7281139,0.0008,7.39,18.9,8.2,176.2
